Motor 3,,,,,,,
,,,,,,,
Condition,Time (s),X (m/s2),Y (m/s2),Z (m/s2),R (m/s2),Theta (deg),Phi (deg)
,3.9315188,4.681861,2.300828,8.383596,9.874124,31.891819,26.171089
,3.9341428,4.777629,2.185906,8.593987,10.072762,31.439575,24.585491
,3.9367678,4.796783,2.128445,8.957906,10.381882,30.362997,23.927986
,3.9393919,4.701015,2.300828,8.862138,10.292271,30.565559,26.078611
,3.9420168,4.605247,2.492065,8.76637,10.211167,30.850515,28.419415
,3.9446409,4.356549,2.83683,8.593987,10.04409,31.171007,33.07074
,3.9472659,4.069245,3.181295,8.479364,9.928697,31.347708,38.017944
,3.9498899,4.030938,3.181295,8.517672,9.945845,31.08469,38.281197
,3.9525149,4.165013,2.913145,8.441057,9.853182,31.053793,34.970184
,3.9551389,4.318242,2.721908,8.421904,9.848069,31.220015,32.224373
,3.9577639,4.605247,2.339135,8.364443,9.830756,31.696379,26.927301
,3.9603879,4.796783,2.032677,8.593987,10.049752,31.224331,22.965212
,3.9630129,4.796783,2.051831,8.728063,10.168491,30.868858,23.158886
,3.965637,4.777629,2.051831,8.881291,10.291409,30.347029,23.241892
,3.9682617,4.605247,2.41575,8.957906,10.358003,30.136761,27.679914
,3.9708858,4.433164,2.683601,8.842984,10.249537,30.371063,31.188477
,3.9735107,4.279935,2.932298,8.728063,10.153585,30.72785,34.416092
,3.9761357,4.126706,3.104681,8.574833,10.00982,31.05838,36.955563
,3.9787598,4.012084,3.25791,8.268675,9.750989,32.007019,39.077442
,3.9813848,4.050091,3.200449,8.1346,9.634201,32.398064,38.316376
,3.9840088,4.279935,2.855983,8.096292,9.592937,32.436672,33.715019
,3.9866338,4.375703,2.645294,8.287828,9.738195,31.672405,31.154699
,3.9892578,4.586093,2.185906,8.670602,10.049367,30.367476,25.484241
,3.9918828,4.662708,2.090138,8.919599,10.279531,29.806997,24.145121
,3.9945068,4.605247,2.262521,8.842984,10.22378,30.123833,26.164513
,3.9971318,4.528633,2.434903,8.76637,10.162997,30.392805,28.26552
,3.9997559,4.203321,2.989759,8.593987,10.023132,30.972399,35.423679
,4.0023808,4.126706,3.028067,8.670602,10.068676,30.554483,36.270226
,4.0050049,4.050091,3.066374,8.747216,10.115319,30.145901,37.12981
,4.0076299,4.107553,2.989759,8.593987,9.98335,30.589867,36.049706
,4.0102539,4.222474,2.798522,8.287828,9.713347,31.434029,33.53516
,4.0128789,4.318242,2.664447,8.153753,9.603655,31.894102,31.67547
,4.0155029,4.528633,2.262521,8.326136,9.744334,31.299963,26.546871
,4.0181279,4.662708,2.128445,8.574833,9.989939,30.868526,24.535877
,4.020752,4.930859,1.860594,9.034221,10.459078,30.257631,20.673332
,4.0233769,4.873397,2.070984,9.110835,10.53785,30.164997,23.023405
,4.026001,4.662708,2.339135,8.938752,10.349574,30.267328,26.641493
,4.028626,4.471471,2.62614,8.76637,10.185279,30.605829,30.426146
,4.03125,4.012084,3.219603,8.40275,9.852353,31.475084,38.746223
,4.033875,4.050091,3.25791,8.345289,9.831636,31.916447,38.813339
,4.036499,4.069245,3.315371,8.287828,9.810124,32.346916,39.171032
,4.039124,4.184167,3.085527,8.172907,9.686286,32.460606,36.406151
,4.041748,4.375703,2.645294,8.1346,9.608126,32.152187,31.154699
,4.044373,4.471471,2.41575,8.19206,9.640527,31.815254,28.380505
,4.0469971,4.701015,2.128445,8.498518,9.942567,31.266665,24.359255
,4.0496221,4.720169,2.20506,8.555679,10.017082,31.338568,25.039959
,4.0522461,4.739322,2.319981,8.651448,10.133658,31.379852,26.08256
,4.0548711,4.471471,2.664447,8.574833,10.031006,31.258728,30.789749
,4.0574951,4.375703,2.779369,8.574833,10.019951,31.154436,32.422989
,4.0601201,4.260781,2.894291,8.574833,10.002946,30.992937,34.187733
,4.0627441,4.050091,3.104681,8.421904,9.847372,31.213327,37.472713
,4.0653691,4.050091,3.028067,8.268675,9.692441,31.448936,36.783772
,4.0679932,4.069245,2.951452,8.1346,9.562508,31.714684,35.953644
,4.0706182,4.299088,2.530372,8.249521,9.640515,31.161325,30.480358
,4.0732422,4.739322,1.898901,8.593987,9.996181,30.714039,21.834463
,4.0758667,4.930859,1.707365,8.823831,10.251266,30.598511,19.098986
,4.0784907,4.98802,1.745672,8.977059,10.417068,30.484713,19.28867
,4.0811157,4.815937,1.956362,8.862138,10.274146,30.39398,22.108303
,4.0837398,4.471471,2.377442,8.593987,9.975114,30.509745,27.999193
,4.0863647,4.203321,2.779369,8.441057,9.83078,30.836275,33.473942
,4.0889897,4.165013,2.932298,8.40275,9.826083,31.223969,35.146732
,4.0916138,4.107553,3.066374,8.345289,9.793798,31.559254,36.742107
,4.0942388,4.069245,3.104681,8.153753,9.627123,32.117844,37.342274
,4.0968628,4.14586,2.894291,8.077438,9.529432,32.045109,34.919506
,4.0994878,4.222474,2.702754,8.019978,9.458023,32.010067,32.622814
,4.1021118,4.528633,2.319981,8.230368,9.676248,31.725809,27.12569
,4.1047368,4.892551,1.898901,8.613141,10.086083,31.354652,21.212273
,4.1073608,4.968866,1.860594,8.785523,10.263375,31.128813,20.528433
,4.1099858,4.815937,2.109292,8.823831,10.271433,30.788212,23.652536
,4.1126099,4.701015,2.281674,8.76637,10.205627,30.79841,25.889978
,4.1152349,4.452317,2.62614,8.632295,10.061623,30.913645,30.533663
,4.1178589,4.241628,2.894291,8.460211,9.89664,31.256069,34.307819
,4.1204839,4.222474,2.875137,8.421904,9.850084,31.239347,34.251453
,4.1231079,4.203321,2.83683,8.383596,9.797969,31.168783,34.015495
,4.1257329,4.375703,2.41575,8.364443,9.744051,30.860876,28.902327
,4.1283569,4.547786,2.185906,8.460211,9.85067,30.812716,25.671398
,4.1309819,4.720169,1.975516,8.574833,9.98551,30.825987,22.710604
,4.133606,4.873397,1.822287,8.785523,10.21059,30.634827,20.502043
,4.1362309,4.968866,1.764826,9.015067,10.443931,30.323654,19.553856
,4.138855,4.892551,1.879748,9.015067,10.42794,30.173111,21.017076
,4.14148,4.662708,2.300828,8.881291,10.291355,30.346521,26.264179
,4.144104,4.547786,2.511218,8.823831,10.239559,30.487566,28.906811
,4.146729,4.299088,2.913145,8.689755,10.123261,30.863167,34.122318
,4.149353,4.203321,2.951452,8.536825,9.962749,31.032555,35.075439
,4.151978,4.299088,2.817676,8.40275,9.850263,31.455214,33.241333
,4.1546021,4.375703,2.683601,8.287828,9.748672,31.772064,31.520622
,4.157227,4.739322,2.166753,8.249521,9.757591,32.280197,24.569223
,4.1598511,4.83509,2.032677,8.479364,9.970431,31.739231,22.801939
,4.1624761,4.930859,1.879748,8.689755,10.166547,31.268961,20.867905
,4.1651001,4.892551,1.975516,8.842984,10.29748,30.823221,21.987886
,4.1677251,4.758476,2.262521,8.881291,10.326636,30.679239,25.429766
,4.1703491,4.662708,2.492065,8.76637,10.23721,31.093678,28.123045
,4.1729741,4.394856,2.875137,8.632295,10.10434,31.315796,33.192909
,4.1755981,4.318242,2.855983,8.670602,10.098673,30.841564,33.47971
,4.1782231,4.165013,2.83683,8.76637,10.111587,29.892401,34.259144
,4.1808472,4.299088,2.587833,8.689755,10.034485,30.004147,31.045803
,4.1834722,4.452317,2.396596,8.651448,10.020697,30.304268,28.292719
,4.1860962,4.586093,2.20506,8.613141,10.004036,30.574711,25.678917
,4.1887207,4.949713,1.688211,8.785523,10.224243,30.763769,18.833103
,4.1913447,4.968866,1.669058,8.938752,10.362272,30.387426,18.567362
,4.1939697,5.007174,1.630751,9.091681,10.506655,30.08005,18.039543
,4.1965938,4.83509,1.975516,9.034221,10.435416,30.034189,22.223888
,4.1992188,4.490325,2.606986,8.862138,10.271168,30.365639,30.138527
,4.2018437,4.318242,2.875137,8.728063,10.153458,30.726641,33.656147
,4.2044678,4.126706,3.066374,8.574833,9.998005,30.94577,36.614418
,4.2070928,4.165013,3.028067,8.460211,9.904125,31.327345,36.01807
,4.2097168,4.241628,2.951452,8.19206,9.685677,32.243191,34.83136
,4.2123418,4.452317,2.62614,8.1346,9.638021,32.433834,30.533663
,4.2149658,4.56694,2.41575,8.326136,9.798842,31.820288,27.877256
,4.2175908,4.681861,2.185906,8.517672,9.962366,31.241941,25.027319
,4.2202148,4.911705,1.860594,8.977059,10.400685,30.331059,20.747097
,4.2228398,4.873397,2.013524,8.881291,10.328679,30.698336,22.448765
,4.2254639,4.815937,2.185906,8.785523,10.254601,31.047543,24.41283
,4.2280889,4.528633,2.587833,8.670602,10.118534,31.029394,29.745287
,4.2307129,4.165013,3.04722,8.651448,10.07375,30.816648,36.190067
,4.2333379,4.069245,3.104681,8.728063,10.118146,30.388546,37.342274
,4.2359619,4.069245,3.04722,8.574833,9.968554,30.662268,36.8274
,4.2385869,4.14586,2.913145,8.40275,9.812277,31.090729,35.094318
,4.2412109,4.279935,2.645294,8.039131,9.483831,32.041176,31.718914
,4.2438359,4.528633,2.224213,8.230368,9.653735,31.509027,26.157713
,4.24646,4.662708,2.090138,8.479364,9.899957,31.073576,24.145121
,4.2490849,4.815937,1.956362,8.747216,10.175185,30.721388,22.108303
,4.251709,4.911705,2.032677,9.072528,10.515102,30.36651,22.481899
,4.254334,4.720169,2.300828,8.919599,10.35051,30.485844,25.986738
,4.256958,4.509479,2.587833,8.747216,10.175759,30.726828,29.85001
,4.259583,4.260781,2.932298,8.613141,10.046832,30.985323,34.536011
,4.262207,4.012084,3.334524,8.40275,9.890504,31.834249,39.730659
,4.264832,4.012084,3.391686,8.326136,9.845043,32.250996,40.210098
,4.2674561,4.107553,3.162142,8.172907,9.678199,32.385269,37.59037
,4.270081,4.222474,2.913145,8.249521,9.714437,31.875002,34.602345
,4.2727051,4.433164,2.434903,8.383596,9.791138,31.102636,28.777674
,4.2753301,4.681861,2.128445,8.689755,10.097621,30.618847,24.447268
,4.2779541,4.701015,2.185906,8.728063,10.15169,30.709846,24.937767
,4.2805791,4.720169,2.243367,8.76637,10.205975,30.80168,25.420462
,4.2832031,4.509479,2.62614,8.747216,10.185569,30.819534,30.214806
,4.2858281,4.394856,2.741062,8.785523,10.198707,30.521906,31.951693
,4.2884521,4.299088,2.875137,8.804677,10.211313,30.430147,33.773743
,4.2910771,4.184167,3.008913,8.613141,10.037281,30.894415,35.720619
,4.2937012,4.069245,3.085527,8.268675,9.718551,31.699732,37.171425
,4.2963262,4.069245,3.008913,8.115446,9.56414,31.948013,36.480255
,4.2989502,4.299088,2.587833,8.230368,9.639398,31.36973,31.045803
,4.3015752,4.490325,2.377442,8.441057,9.852243,31.044727,27.899378
,4.3041992,4.854244,1.956362,8.900445,10.325161,30.4564,21.950468
,4.3068242,4.911705,1.956362,9.053374,10.484073,30.284046,21.717693
,4.3094482,4.777629,2.166753,8.957906,10.380975,30.35445,24.395264
,4.3120732,4.624401,2.377442,8.862138,10.27496,30.401709,27.208069
,4.3146982,4.222474,2.989759,8.613141,10.047594,30.992559,35.300732
,4.3173223,4.14586,3.142988,8.574833,10.02967,31.246157,37.165871
,4.3199468,4.088398,3.296217,8.517672,10.006536,31.656395,38.877037
,4.3225708,4.069245,3.238756,8.364443,9.849478,31.872305,38.516663
,4.3251958,4.14586,3.008913,8.115446,9.596988,32.261112,35.970768
,4.3278198,4.241628,2.817676,8.039131,9.516214,32.351364,33.595737
,4.3304448,4.528633,2.434903,8.211214,9.688204,32.054073,28.26552
,4.3330688,4.605247,2.339135,8.40275,9.86337,31.579462,26.927301
,4.3356938,4.758476,2.166753,8.785523,10.223665,30.758327,24.481955
,4.3383179,4.643554,2.319981,8.881291,10.286994,30.305006,26.547323
,4.3409429,4.547786,2.511218,8.785523,10.206567,30.596664,28.906811
,4.3435669,4.433164,2.702754,8.689755,10.12273,30.858141,31.369291
,4.3461919,4.107553,3.219603,8.421904,9.90789,31.786169,38.09024
,4.3488159,4.050091,3.200449,8.40275,9.861659,31.563286,38.316376
,4.3514409,3.99293,3.162142,8.40275,9.825927,31.222466,38.376942
,4.3540649,4.14586,2.83683,8.364443,9.757031,30.988201,34.382122
,4.3566899,4.509479,2.319981,8.383596,9.798081,31.169872,27.224358
,4.359314,4.681861,2.109292,8.421904,9.863944,31.371824,24.252716
,4.361939,4.854244,1.898901,8.670602,10.11676,31.012688,21.36463
,4.364563,4.815937,1.937208,8.747216,10.17152,30.686634,21.912436
,4.367188,4.739322,2.032677,8.900445,10.286441,30.087599,23.214308
,4.369812,4.547786,2.41575,8.823831,10.216564,30.267809,27.976902
,4.372437,4.394856,2.664447,8.728063,10.128826,30.491409,31.226965
,4.375061,4.260781,2.913145,8.632295,10.057693,30.876232,34.360863
,4.377686,3.954623,3.277064,8.345289,9.799084,31.609531,39.647408
,4.3803101,3.99293,3.181295,8.19206,9.652667,31.931215,38.545456
,4.382935,4.030938,3.104681,8.058285,9.530134,32.268192,37.603935
,4.3855591,4.279935,2.760215,8.077438,9.548908,32.231316,32.818775
,4.3881841,4.643554,2.20506,8.306982,9.76887,31.749987,25.40139
,4.3908081,4.758476,1.994669,8.517672,9.95854,31.205635,22.742573
,4.3934331,4.815937,1.937208,8.747216,10.17152,30.686634,21.912436
,4.3960571,4.739322,2.128445,8.670602,10.107957,30.929583,24.185007
,4.3986821,4.605247,2.511218,8.498518,9.986958,31.683578,28.603415
,4.4013062,4.337396,2.913145,8.364443,9.862217,31.991131,33.886673
,4.4039311,4.241628,2.932298,8.421904,9.875133,31.478132,34.656662
,4.4065552,4.165013,2.932298,8.479364,9.89168,30.993925,35.146732
,4.4091802,4.14586,2.83683,8.383596,9.773457,30.930393,34.382122
,4.4118042,4.241628,2.702754,8.268675,9.678185,31.310669,32.505184
,4.4144292,4.337396,2.568679,8.153753,9.586178,31.725849,30.634735
,4.4170532,4.547786,2.20506,8.345289,9.756459,31.200422,25.867096
,4.4196782,4.873397,1.707365,8.76637,10.1742,30.500198,19.307598
,4.4223022,4.98802,1.592443,8.996213,10.409038,30.200611,17.70587
,4.4249272,4.911705,1.860594,9.053374,10.466625,30.12009,20.747097
,4.4275517,4.720169,2.147599,8.900445,10.300975,30.226833,24.464754
,4.4301763,4.356549,2.721908,8.574833,9.995802,30.924706,31.996538
,4.4328008,4.14586,3.008913,8.40275,9.841134,31.368229,35.970768
,4.4354248,4.14586,3.028067,8.306982,9.765413,31.717192,36.143768
,4.4380498,4.14586,3.028067,8.211214,9.684078,32.015072,36.143768
,4.4406738,4.260781,2.779369,8.000824,9.481156,32.449379,33.116989
,4.4432988,4.375703,2.568679,8.115446,9.571069,32.014465,30.41431
,4.4459229,4.490325,2.339135,8.249521,9.679317,31.539104,27.51626
,4.4485478,4.701015,2.070984,8.593987,10.01225,30.868479,23.775402
,4.4511719,4.930859,1.898901,8.938752,10.383664,30.588116,21.061974
,4.4537969,4.911705,1.975516,8.938752,10.388879,30.636738,21.910273
,4.4564209,4.701015,2.319981,8.842984,10.280089,30.660393,26.266638
,4.4590459,4.586093,2.454057,8.881291,10.292327,30.355761,28.151606
,4.4616699,4.356549,2.683601,8.977059,10.3329,29.682346,31.63275
,4.4642949,4.260781,2.779369,8.76637,10.135502,30.126745,33.116989
,4.4669189,4.260781,2.702754,8.555679,9.932713,30.52994,32.388306
,4.4695439,4.260781,2.62614,8.345289,9.731121,30.953207,31.647676
,4.472168,4.509479,2.147599,8.268675,9.660154,31.134401,25.465708
,4.474793,4.681861,1.937208,8.555679,9.943453,30.634714,22.478249
,4.477417,4.873397,1.745672,8.823831,10.230218,30.398584,19.707747
,4.480042,4.930859,1.764826,8.977059,10.393054,30.259075,19.693027
,4.482666,4.873397,2.032677,9.015067,10.447641,30.358429,22.640848
,4.485291,4.739322,2.262521,8.900445,10.334316,30.54261,25.519495
,4.487915,4.490325,2.645294,8.76637,10.198522,30.731373,30.502747
,4.49054,4.41401,2.779369,8.708909,10.151525,30.919321,32.19738
,4.4931641,4.279935,3.028067,8.593987,10.066958,31.385498,35.279518
,4.4957891,4.260781,2.932298,8.383596,9.850753,31.672686,34.536011
,4.4984131,4.337396,2.760215,8.326136,9.785516,31.694317,32.471706
,4.5010381,4.433164,2.587833,8.268675,9.732462,31.832087,30.273989
,4.5036621,4.796783,2.051831,8.421904,9.906947,31.777363,23.158886
,4.5062871,4.892551,1.937208,8.593987,10.077026,31.47921,21.601118
,4.5089111,4.98802,1.84144,8.785523,10.26921,31.182671,20.262766
,4.5115361,4.892551,2.013524,8.900445,10.35419,30.728479,22.369558
,4.5141602,4.681861,2.377442,8.957906,10.383454,30.37781,26.921394
,4.5167851,4.56694,2.587833,8.881291,10.316547,30.58466,29.537834
,4.5194092,4.356549,2.894291,8.670602,10.125995,31.099497,33.598232
,4.5220342,4.279935,2.875137,8.613141,10.038448,30.905548,33.892067
,4.5246582,4.14586,2.817676,8.517672,9.883227,30.477205,34.201443
,4.5272832,4.279935,2.530372,8.498518,9.846087,30.329403,30.592318
,4.5299072,4.452317,2.339135,8.536825,9.908182,30.504026,27.716303
,4.5325322,4.624401,2.166753,8.574833,9.980363,30.776434,25.105333
,4.5351563,4.968866,1.745672,8.842984,10.292491,30.776648,19.3575
,4.5377812,4.968866,1.764826,8.977059,10.41114,30.429258,19.553856
,4.5404058,4.968866,1.764826,9.091681,10.510134,30.112774,19.553856
,4.5430298,4.796783,2.109292,9.053374,10.460488,30.062105,23.736557
,4.5456548,4.490325,2.721908,8.862138,10.300937,30.647076,31.223057
,4.5482788,4.356549,2.989759,8.689755,10.170055,31.3015,34.460556
,4.5509038,4.165013,3.142988,8.479364,9.956171,31.606314,37.038811
,4.5535278,4.184167,3.066374,8.364443,9.842449,31.806437,36.235889
,4.5561528,4.222474,2.913145,8.153753,9.633245,32.175797,34.602345
,4.5587769,4.41401,2.606986,8.1346,9.615174,32.218948,30.566792
,4.5614018,4.547786,2.41575,8.345289,9.806226,31.677271,27.976902
,4.5640259,4.681861,2.224213,8.536825,9.987208,31.265013,25.411005
,4.5666509,4.930859,1.898901,9.053374,10.482498,30.269306,21.061974
,4.5692749,4.873397,2.051831,8.996213,10.435126,30.44582,22.832396
,4.5718999,4.83509,2.20506,8.957906,10.415587,30.67802,24.515524
,4.5745239,4.586093,2.587833,8.785523,10.242781,30.937527,29.435091
,4.5771489,4.241628,2.989759,8.651448,10.08849,30.956694,35.178528
,4.5797729,4.14586,3.008913,8.689755,10.087296,30.519619,35.970768
,4.5823979,4.126706,2.932298,8.536825,9.924992,30.668341,35.39632
,4.585022,4.184167,2.817676,8.383596,9.784235,31.035568,33.956871
,4.587647,4.337396,2.606986,8.077438,9.531756,32.067425,31.007919
,4.590271,4.56694,2.243367,8.287828,9.725108,31.547205,26.161142
,4.592896,4.701015,2.109292,8.555679,9.987407,31.057863,24.16523
,4.59552,4.83509,1.994669,8.823831,10.257524,30.657574,22.418119
,4.598145,4.949713,2.090138,9.149142,10.610143,30.424011,22.893101
,4.600769,4.777629,2.377442,8.977059,10.443446,30.729662,26.455841
,4.603394,4.605247,2.664447,8.823831,10.303764,31.088625,30.05229
,4.6060181,4.356549,2.970606,8.651448,10.131712,31.361797,34.288956
,4.6086431,4.050091,3.296217,8.383596,9.876891,31.917608,39.14085
,4.6112671,4.012084,3.315371,8.287828,9.786552,32.128353,39.568501
,4.6138921,4.088398,3.085527,8.1346,9.612866,32.197113,37.041973
,4.6165161,4.203321,2.855983,8.211214,9.65653,31.752686,34.194496
,4.6191411,4.433164,2.396596,8.383596,9.781682,31.010706,28.395933
,4.6217651,4.701015,2.109292,8.689755,10.1025,30.665569,24.16523
,4.6243901,4.739322,2.147599,8.747216,10.177777,30.745932,24.377407
,4.6270142,4.758476,2.185906,8.804677,10.244199,30.741831,24.672682
,4.6296391,4.605247,2.530372,8.862138,10.302843,30.664967,28.786774
,4.6322632,4.490325,2.683601,8.862138,10.29088,30.552446,30.864254
,4.6348882,4.356549,2.817676,8.862138,10.269192,30.346819,32.89349
,4.6375122,4.184167,2.970606,8.651448,10.058792,30.673515,35.37336
,4.6401372,4.012084,3.066374,8.268675,9.688677,31.412518,37.390125
,4.6427612,4.012084,3.028067,8.096292,9.52974,31.833803,37.043194
,4.6453862,4.222474,2.645294,8.19206,9.588364,31.309217,32.066303
,4.6480107,4.41401,2.434903,8.40275,9.798901,30.960775,28.882473
,4.6506348,4.796783,2.013524,8.823831,10.243212,30.522247,22.770979
,4.6532598,4.930859,1.994669,9.015067,10.467258,30.54126,22.0247
,4.6558838,4.83509,2.166753,8.957906,10.407545,30.603306,24.138618
,4.6585088,4.739322,2.339135,8.919599,10.367834,30.648081,26.269058
,4.6611328,4.375703,2.913145,8.747216,10.205243,31.00419,33.653881
,4.6637578,4.279935,3.066374,8.670602,10.143955,31.267263,35.619831
,4.6663818,4.165013,3.219603,8.574833,10.061855,31.546932,37.704433
,4.6690068,4.088398,3.200449,8.364443,9.844886,31.829296,38.054283
,4.6716309,4.069245,3.04722,8.058285,9.527867,32.24659,36.8274
,4.6742558,4.14586,2.913145,7.98167,9.454185,32.40863,35.094318
,4.6768799,4.433164,2.549525,8.1346,9.608576,32.15646,29.903334
,4.6795049,4.528633,2.41575,8.345289,9.797358,31.593128,28.077202
,4.6821289,4.758476,2.109292,8.747216,10.178703,30.754696,23.906296
,4.6847539,4.720169,2.185906,8.919599,10.325571,30.249958,24.848816
,4.6873779,4.624401,2.377442,8.862138,10.27496,30.401709,27.208069
,4.6900029,4.509479,2.587833,8.785523,10.208707,30.616968,29.85001
,4.692627,4.165013,3.104681,8.517672,9.976829,31.378593,36.701553
,4.6952519,4.069245,3.085527,8.479364,9.898427,31.058884,37.171425
,4.697876,3.99293,3.066374,8.460211,9.844862,30.755997,37.522491
,4.700501,4.069245,2.855983,8.383596,9.746799,30.667866,35.062943
,4.703125,4.318242,2.492065,8.287828,9.671903,31.03001,29.989315
,4.70575,4.471471,2.339135,8.268675,9.686929,31.395582,27.61516
,4.708374,4.701015,2.070984,8.498518,9.930425,31.151094,23.775402
,4.710999,4.739322,2.032677,8.670602,10.088225,30.742044,23.214308
